Order,Member,GRC,Date,Speech
1825,Wan Rizal,Jalan Besar,1/3/2022,"With the Government reiterating its commitment and the community stepping forward to co-curate these solutions, I am confident that we can be the shining light for other countries to emulate as we ""chart a new way forward for Singapore together"". Mr Speaker, I support the Budget."
1826,Hazel Poa,Non-Constituency Member,1/3/2022,"Mr Speaker, Sir, there are many measures announced in this year's Budget Statement that we welcome. We welcome the further tightening of foreign manpower, the increased focus on re-distribution through the introduction of higher income tax rates at the top tiers and higher taxes on properties and luxury cars."
1827,Hazel Poa,Non-Constituency Member,1/3/2022,"We think that more can be done, but are happy with the direction we are taking."
1828,Hazel Poa,Non-Constituency Member,1/3/2022,"However, we object to the raising of GST. Firstly, this is a bad time to be raising GST and we do not need the revenue now. Singaporeans are concerned about the rising cost of living. Additional worries are on the horizon over the inflation outlook. The Federal Reserve Chairman and the European Central Bank's President articulated their expectations of high inflation this year."
1829,Hazel Poa,Non-Constituency Member,1/3/2022,"Oil prices rose by 50% in 2021 and the war in Ukraine is likely to worsen the picture. According to Food and Agriculture Organization of the United Nations (FAO), food prices rose by 28% in 2021 and in December 2021, fertiliser prices rose to more than double the price from a year ago. This is expected to put further inflationary pressure on food prices."
1830,Hazel Poa,Non-Constituency Member,1/3/2022,"Closer at home, MAS has revised their inflation expectations upwards. Bus, train and taxi fares have been raised. Electricity tariffs has been rising steadily every quarter since the first quarter of 2021. The GST hikes will further exacerbate inflationary pressure. While for the time being, the rebates given out is more than the expected additional GST to be collected, it is only a matter of time before most Singaporeans have to pay more in GST; for that is the whole purpose of raising GST – to raise additional revenue."
1831,Hazel Poa,Non-Constituency Member,1/3/2022,The fact that the Government is giving out rebates in excess of the expected additional GST to be collected over the next few years underlines the fact that we currently do not need the additional revenue now.
1832,Hazel Poa,Non-Constituency Member,1/3/2022,"If raising GST is to fund the additional healthcare and other social spending in future, how much would we have to raise GST by? The Finance Minister has shared that healthcare spending could increase from $11 billion in 2019 to $27 billion in 2030 based on current trend. So, does this mean that we would have to raise GST by 11% just to fund the additional healthcare spending? Are we looking at 18% to 20% GST by 2030?"
1833,Hazel Poa,Non-Constituency Member,1/3/2022,This is an alarming prospect which brings us to our second point: we need to look at other ways of raising revenue.
1834,Hazel Poa,Non-Constituency Member,1/3/2022,"GST was introduced to enable Singapore to cut corporate income tax and personal income tax rates to make Singapore a more attractive investment destination. GST started at 3% in 1994 and gradually increased to the current 7%. Over the same period, corporate income tax rate was gradually cut from 27% to 17% and personal income tax rate was gradually cut from 30% to 20%, before being raised to 22% in 2016. This tax development benefited the rich more than the poor and middle class. With the Base Erosion and Profit Shifting (BEPS) initiative, not only will we lose tax revenue, using low corporate tax as a tool to attract investment will also become less effective.  "
1835,Hazel Poa,Non-Constituency Member,1/3/2022,"It is, therefore, time to review our previous approach of raising GST to cut corporate and personal income taxes. Income taxes are progressive while GST is regressive. The pandemic has also worsened inequality by hitting the poor more than the rich.  "
1836,Hazel Poa,Non-Constituency Member,1/3/2022,"In light of new tax developments and the current environment, we should reverse our earlier moves. Instead of raising GST for additional revenue, we should look at raising corporate and personal income taxes."
1837,Hazel Poa,Non-Constituency Member,1/3/2022,"We are happy to note that the personal income tax rate for the highest tax brackets will be raised, but we believe there is room for more. While our corporate tax rate is 17%, there are tax incentives that lower the effective tax rate of many companies. Even if we were to raise our corporate tax rate to 20%, it would still be low compared to the region."
1838,Hazel Poa,Non-Constituency Member,1/3/2022,"The pandemic has affected different sectors differently. Some sectors suffered, others weathered it better, while some sectors actually benefited from the pandemic. Corporate tax is applied only on profitable companies and hence is a more discerning way of raising revenue. Loss making companies will not be affected by an increase in corporate tax rate but some will be hit with increased cost due to a GST hike."
1839,Hazel Poa,Non-Constituency Member,1/3/2022,"Moreover, many companies have benefited from the generous COVID-19 packages offered by the Government, including companies that remained profitable throughout the pandemic. It is only fair that they now pay a higher corporate tax. This is simple give-and-take. "
1840,Hazel Poa,Non-Constituency Member,1/3/2022,"Next, I will talk about land sale proceeds. Currently, land sale proceeds are not treated as revenue, but are put into reserves. The Government considers this just a change in the form of the asset – from land to money – not an income. If the land is sold on a freehold basis – once sold forever gone – then I would agree that this approach makes sense. However, it would be a different matter if land is sold on a leasehold basis.  "
1841,Hazel Poa,Non-Constituency Member,1/3/2022,"The issue of using land sale proceeds as revenue is not new. My colleague Mr Leong also mentioned this yesterday but we are aware of the Government’s long-standing position on this matter. Today, PSP would like to suggest an alternative way of treating land sale proceeds."
1842,Hazel Poa,Non-Constituency Member,1/3/2022,"Currently, the Government typically sells industrial land on 20 or 30 year leases, and residential land on 99 year leases. After the requisite number of years, the land returns to Government and it can be sold again. The land sale proceeds is, therefore, more akin to rental income over the length of the lease."
1843,Hazel Poa,Non-Constituency Member,1/3/2022,"In Budget 2018, Workers' Party suggested that up to 20% of land sale proceeds be used as revenue. Then Finance Minister Heng said, with reference to land sold on 99-year lease, that, I quote, ""If you are rigorous about it, you really ought to be spending no more than 1% of that land sale proceeds"". This statement, while true, paints an incomplete picture and is, therefore, misleading. It does not address what happens over time."
1844,Hazel Poa,Non-Constituency Member,1/3/2022,"With your permission, Mr Speaker, may I ask the Clerks to distribute a handout illustrating the revenue stream over time?"
1845,Hazel Poa,Non-Constituency Member,1/3/2022,"Thank you. PSP proposes that land sale proceeds be taken as revenue over the period of the lease. In other words, if a piece of land is sold on a 99-year lease, then the sale proceeds should be taken as revenue spread over 99 years."
1846,Hazel Poa,Non-Constituency Member,1/3/2022,Take for example industrial land sold on a 20-year lease.  
1847,Hazel Poa,Non-Constituency Member,1/3/2022,"Suppose the sale proceeds were treated as revenue over 20 years, then each year, the revenue would be 5% of the sale proceeds for the next 20 years. In year 1, the revenue would be 5% of the sale proceeds in year 1. In year 2, the revenue would be 5% of the sale proceeds in year 1 plus 5% of the sale proceeds in year 2. In year 3, the revenue would be 5% of the sale proceeds in year 1 plus 5% of the sale proceeds in year 2 plus 5% of the sale proceeds in year 3.  "
1848,Hazel Poa,Non-Constituency Member,1/3/2022,"For the sake of simplicity in illustration, if we were to assume that land sale proceeds remain constant over the next 20 years, by year 20, the revenue amount would be equivalent to 100% of the land sale proceeds for that year. This is illustrated in the form of a table in the handout."
1849,Hazel Poa,Non-Constituency Member,1/3/2022,The same principle applies to land sold on 30- or 99-year leases. The revenue stream is cumulative and builds up to a significant amount.
1850,Hazel Poa,Non-Constituency Member,1/3/2022,"PSP, therefore, contends that treating land sale proceeds as revenue over the term of the lease does not compromise on financial prudence and is also a significant revenue stream."
1851,Hazel Poa,Non-Constituency Member,1/3/2022,"Thirdly, we need to look into cutting expenditure. We should not have this thinking that when cost increase, we just increase revenue to pay for it. If expenditure increases in one area, let us first look for ways to cut costs in other areas. This is how most individuals and businesses deal with cost increases"
1852,Hazel Poa,Non-Constituency Member,1/3/2022,"Finance Minister Lawrence Wong shared that since FY2017 the budgets of all Ministries have been cut by 2% and, from FY2023, a further 1% cut will be implemented. However, a look at the actual Government expenditures from FY2017 to FY2019 showed them to be higher than the figures in FY2016. Can the Finance Minister explain how this is a budget cut?  "
1853,Hazel Poa,Non-Constituency Member,1/3/2022,"From FY2022 to FY2028, the Government is subsidising the F1 race to the tune of over $80 million per year and that works out to be over $560 million. If the race brings economic benefits, should the private sector not be paying for it? Why do we need to raise revenue to subsidise F1?"
1854,Hazel Poa,Non-Constituency Member,1/3/2022,"Another dubious expenditure is the $900 million payment to SPH Media Trust over five years. If SPH had not been restructured, the losses from its news operations could have been covered by the profits from its property operations. With the restructuring, taxpayers end up with a $900 million bill!"
1855,Hazel Poa,Non-Constituency Member,1/3/2022,These are instances where we feel that our tax revenue is not being used judiciously. We disagree with such voluntary wealth transfers from the Government to commercial entities. They result in the costs being paid by taxpayers and the commercial benefits kept by the commercial entities.
1856,Hazel Poa,Non-Constituency Member,1/3/2022,"Each year, HDB pays about $3 billion to $4 billion to SLA for purchase of land. This internal transfer amongst different parts of the Government is treated as an expenditure on one end, but not as revenue on the other end. This means that we need to raise tax revenue to fund this transfer of land from SLA to HDB."
1857,Hazel Poa,Non-Constituency Member,1/3/2022,"While the land was most probably acquired under the Land Acquisition Act back in the 1960s to 1980s at low prices in the name of national development, the transaction between HDB and SLA is made based on current land prices. In other words, even though Government had acquired the land at low prices using tax revenue in the past, taxpayers have to now pay for that land again at current prices. This state of affair does not seem reasonable to us and further strengthens the point that land sale proceeds ought to be treated as revenue over the lease period."
1858,Hazel Poa,Non-Constituency Member,1/3/2022,"In conclusion, PSP objects to the GST hike. We do not currently need the revenue and when we do, we have other revenue sources and we should cut expenditure first."
1859,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Mr Speaker, Sir, I stand in support of Budget 2022. The delay and staggering of the GST hike and the slew of subsidies to soften the blow on most of the population are a relief. "
1860,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"I thank Finance Minister for the decision to continue with the CDC Vouchers scheme so that every Singaporean household, regardless of abode or income, can tap on them. I thank also the CDCs’ partners such as the Merchant Associations, the Heartland Enterprise Centres, the People’s Association, GovTech, Enterprise Singapore, IMDA and several other partners for developing and supporting a scheme that:"
1861,Denise Phua Lay Peng,Jalan Besar,1/3/2022,(a) allows not only residents but also heartland merchants to benefit from the money injected into the heartland economy to spur enterprise; 
1862,Denise Phua Lay Peng,Jalan Besar,1/3/2022,(b) allows participating merchants to be reimbursed in the next day instead of having to wait;
1863,Denise Phua Lay Peng,Jalan Besar,1/3/2022,(c) allows for the printing of CDC Vouchers for the elderly who are non-tech-savvy so that they can personally use them.
1864,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"So, thank you very much. "
1865,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Now, I wish to touch on three topics today. I call it PCR, namely P for Principles of stewardship; C for Cost of doing business; and R for Resourcing of charities."
1866,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"On ""P"", Principles. Budget 2022 is a clear articulation of the principles of how Singapore stewards its resources. Former US President Dwight Eisenhower once said, ""A people that values its privileges above its principles soon loses both."""
1867,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"What are the principles that undergirds the Budget of 2022 and by this Government. There are many. I will name three. One, the principle of Prudence. Two, the principle of Preparedness. And three, the principle of Inclusiveness.  "
1868,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"The principle of Prudence. It explains the conservative and cautious stand by which Government builds up and draws down its reserves. We spend within and sometimes below our means. We do not easily borrow nor freely tap on past reserves. We save for the future; for rainy days such as that during the Lehman Brothers collapse and the COVID-19 pandemic. And when we draw down on resources, we will return it back promptly when we are able to for the use of future generations and for future rainy days – the principle of Prudence.  "
1869,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Next, the principle of Preparedness. This Government invests highly in the education and training of our people through initiatives – proactive initiatives – such as SkillsFuture and capability building schemes for businesses across the private, people and public sectors. We are ready and able to defend ourselves so as to prevent ourselves from landing in a position such as the ongoing Ukraine-Russia war. It is the principle of Preparedness."
1870,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"The principle of Inclusiveness. This Government no intent to leave anyone behind and intentionally develop measures and programmes to uplift the low-wage workers, households and the vulnerable amongst us. "
1871,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"So, these three principles of Prudence, Preparedness and Inclusiveness. The extent that we as a people agree on these principles is the extent of how united we are to forge ahead."
1872,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"So, PCR. The next is ""C"", the Cost of doing business. Like all things, Budget 2022 is never perfect, though the undergirding principles of this Government are clear. Let me share touch on one of several areas that is, to me, worth reviewing and that is on SMEs' concerns on cost of doing business."
1873,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Matters of cost of living and cost of doing business are not new topics, raised in and outside Parliament. But it is still noteworthy to hear out the local enterprises who are struggling, despite doing their best, especially in such a time as this."
1874,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"One case in point is rise in energy cost. Mdm Tan, a resident of mine, and I am sure her plight is heard elsewhere too. She is a supplier of container packaging to industries ranging from food to paints to solvents. She told me her struggles arising from not only supply chain disruptions during the pandemic but also high global energy costs. A loyal Singapore PowerGrid customer for a long time, her business was subject to fluctuations in electricity rates since last September, from 14 cents to 75 cents per kilowatt. It has gone down recently."
1875,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Hope came in the form of MTI’s very popular Temporary Electricity Contracting Support Scheme, or TRECS, which offered monthly fixed price plans. Alas, utility supplier after supplier turned down Mdm Tan's application citing full subscription and to try in July 2022. Mdm Tan fears that cost of doing business for SMEs like hers might further escalate with news like the carbon tax increases and the war in Ukraine and Russia. She certainly has no intent to close her business, this being a family business and doing quite okay for a long time."
1876,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"I have discussed the matter with Minister Tan See Leng in his MTI role and I know that he too – and he is a very earnest Minister – is mulling over the issue. Would MOF be willing, would the Government be willing to consider providing an energy rebate equivalent to, for example, the U-Save Vouchers given to residents, if expanding the TRECS programme is not viable? "
1877,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Still on ""C"", cost of doing business, the rise in qualifying salaries of the foreign workforce. Another major input heard from SMEs concerns the well-intended increased qualifying salaries of S Pass and E Pass holders. The policy intent is this: to bring in the right calibre of imported talents and to make it more attractive for companies to employ Singaporeans. The anecdotes I heard from the ground caused me to wonder if Government has been too blunt in this approach and if the policy intent, in this instance, has been achieved. "
1878,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Some employers claim that the increase in qualifying S Pass and E Pass salaries have pushed up not only the salaries of the foreign talents, but also local staff as well and, hence, cost of business. It is not that bad but there is also this nagging issue that even if firms choose to hire local staff, some candidates are simply difficult to come by. I am referring to candidates for jobs such as preschool Chinese Language teachers, educators, speech and occupational therapists, even cybersecurity and IT professionals who are also in high demand by multinational firms setting up business in Singapore."
1879,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"In this regard, would Government direct a think tank to study the impact of this particular policy and decide: one, if this S Pass and E Pass policy is still effective to deter foreign hires and promote local hires; and two, if ways can be found to increase the pool of local talents in higher demand?  "
1880,Denise Phua Lay Peng,Jalan Besar,1/3/2022," So, PCR, and lastly, ""R"", on Resourcing of charities. I wish to end off with suggestions on how Government can play a more effective role in resourcing charities to build a more caring and inclusive society – one of the strategic thrusts of Budget 2022."
1881,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"The Singapore Government has long adopted a ""Many Helping Hands"" approach to deliver a range of social services and assistance programmes, primarily, to work with partners who know the ground better. This has been the adoption of this strategy for a long time."
1882,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"There are more than 2,300 registered charities in Singapore. About 200 of these are large charities with more than $10 million in receipts. Larger charities often fill important gaps where Government and the rest of society have not stepped in sufficiently. There are gaps which are also well-known and highlighted time and again in this House. In the world of disability, for example, these include issues such as the ""cliff effect"" for many special-needs graduates who literally stop learning after the age of 18; the need for a continuum of residential housing options for especially disabled adults; the pleas for support by elderly parents too afraid to die for fear of what might happened to the ones they leave behind."
1883,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Some of these programmes such as residential homes and day care centres for the disabled are known to be high-ticket items that cause high operating deficits on charities, in the millions, and often insufficiently covered by Government grants, and these are spaces that only the lion-hearted or the clueless will enter. Government should play an active role in resourcing charities that provide essential services that Government would otherwise have to undertake. "
1884,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Resourcing, of course, can be facilitated in three ways. One, by providing grants, hopefully sufficient grants, to the partnering charity."
1885,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Two, by strengthening the nexus between top needs and potential top donors. Can local multinationals such as DBS, Singtel, and so on, be persuaded by Government to take ownership or adopt some identified, and maybe unfilled, top needs agreed upon by Government and its charity partners?"
1886,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Three, Government can help by simplifying or facilitating fundraising requirements to help charities help themselves. One case in point is Government’s partnership in this Budget to extend the Tote Board’s Enhanced Fundraising programme, or EFR, to incentivise fundraising. Because of the way the programme is currently designed, charities large and small, their behaviour is shaped by how the programme is designed, they are largely driven now to organise, for example, to meet the rule, maximum five campaigns a year, up to $100 per campaign. They have to organise five campaigns in a year if they wish to obtain maximum matching."
1887,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"I feel there ought to be flexibility in the current EFR scheme, so that charities can focus to organise just one large successful fundraising campaign, be done with fundraising for the year, and focus their resources and their energy on the core business of serving their beneficiaries."
1888,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"Another way that Government can facilitate is also to help social enterprises, especially those which are owned by charities themselves. The proceeds do not go to any private pockets, it is back to the charities. If social enterprises owned by charities can be allowed to qualify for fundraising, and then being the arms of job creation and service creation, that will really help as well. So, I really hope Government will help to look at the ways by which charities can be resourced, so that these charities can partner Government even more effectively."
1889,Denise Phua Lay Peng,Jalan Besar,1/3/2022,"In conclusion, Sir, I have brought up the issues of PCR – Principles, Cost of doing business in Singapore and Resourcing of charities by Government. I seek the Minister’s favourable consideration for my suggestions. Thank you for a well-crafted Budget 2022, which I support."
1890,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Mr Speaker, Sir, the Budget gives Singaporeans an insight into the ways which the Government stewards and allocates resources to help Singapore and Singaporeans grow. It acts as a steer and a benchmark for Singaporeans to understand where we are going and how we intend to get there. "
1891,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"History has shown us that societies tend to stratify as they develop. With development comes a difference in wants, needs and aspirations. If left unaddressed, some of these differences may ultimately cause irreconcilable tensions. We see this happening all over the world and how we negotiate these differences in Singapore is imperative to our collective progress. "
1892,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"While we cannot completely fight it, we can try to stave off the undesirable outcomes that it can bring, by ensuring that people, regardless of background, have a seat at the table to share in inclusive economic growth. "
1893,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Access to opportunities is key. While there is much in Budget 2022 to talk about, I will focus on two areas for my English speech: support for mental health and social integration, and a stake for our youth."
1894,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"From our frontliners to students, healthcare workers to teachers, seniors to caregivers, battling COVID-19 has taken its toll on Singaporeans. A survey reported by TODAY in October 2021 indicated that 68% of respondents in Singapore said they found 2021 to be the most stressful year they have experienced. More than half said they felt like they have lost control over their future. In 2020, Singapore reported 452 suicides, a 13% increase compared to 400 cases the year before. For seniors, we saw the highest number of suicides since 1991."
1895,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Unlike physical health, the effects of poor mental health often go undiagnosed until too late, it starts to interfere in significant ways with one’s life. Even if diagnosed, there is still a lack of social understanding on how a person who on the outside might seem okay, is not able to function because of what is going on in their minds. It is easier to see the difficulty someone faces in climbing a set of stairs, for example, if their leg is broken, but it is not as easy to understand that the same or even seemingly simpler tasks like getting out of bed, also can present a challenge for someone with mental health challenges, much less keeping up with the pace of life."
1896,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Is it no wonder, that many hide their conditions away? On their own, already they may feel like they are a burden, without society’s reminders that they are not where they want to be in life."
1897,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Mental health challenges do not fit in a neat little box. The implications of being diagnosed or having a loved one who is diagnosed with a serious mental health condition spans financial, familial and social considerations. As such, I am glad that the Government in 2021 announced the formation of the inter-agency task force and I certainly look forward to hearing more about the next actionable steps and plans. "
1898,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Besides the Government, it is really civic society and ground-up groups who have made great strides in promoting mental health awareness to reach different pockets of society. Awareness and education is but the first step towards destigmatisation. From Campus Psy to Silver Ribbon Singapore, Over the Rainbow to Hayaa’ Network and Samaritans of Singapore, youth, volunteers, suicide survivors and even religious teachers are telling stories of the complex realities which those who face mental health challenges are going through. And I am deeply appreciative of their work."
1899,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"But this is not enough. Mr Speaker, Sir, we must take the next steps in becoming a more mental health ready society. In particular, increasing access and affordability for people seeking mental health treatment and working towards better protections and integration of life for people with mental health conditions. "
1900,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Currently, patients seeking mental health treatments can lean, to a certain extent, on MediSave and Government grants. We know that other than stigma and shame, cost can often be a prohibitive reason why people do not seek help. Furthermore, mental health challenges can be recurring and, unfortunately, the road to recovery is not always linear."
1901,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Options in the private sector for insurance coverage are few. A CNA article in September 2021 notes that there is rising interest in mental health insurance, but options remain inadequate. AIA, which launched the first insurance policy in Singapore to cover mental illness in January 2019, said the take-up rate for its Beyond Critical Care plan rose by more than 470% compared with the same period in 2020.  "
1902,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Other than reviewing the withdrawal limits, will the Government consider working with the private sector to incentivise more options for the provision of mental health insurance coverage?"
1903,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"We must go beyond mental health awareness and towards integration and acceptance of people with mental health conditions, including skilling, literacy and a more inclusive workforce."
1904,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"As an example, how do we ensure that people suffering from mental health conditions are given a fair shot and not turned away simply because of their conditions at a job interview? How do we also ensure that the caregivers may apply for discretional time-off to take care of emergencies that may arise. Having to rely on informal processes and the grace of colleagues to secure the foregoing can be extremely stressful. Many people living with a mental health illness do want to work and can contribute to the workforce if they are adequately supported. For those who are not able to work, would we be willing to explore how social assistance can be more nuanced to tide over different demographics of people during difficult times? These are complex issues with many considerations but it is an important step for us to take sooner, rather than later."
1905,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Mr Speaker, Sir, over the last two years, our youth have faced unprecedented challenges from their experience of going to school, graduating and entering the workforce during a pandemic. A TODAY Youth Survey found 55 % of 18- to 35-year-olds felt a dent in their financial prospects as a result of COVID-19. In my chats with youth on Zoom, via Instagram DM and in-person, many share their worries for the future."
1906,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"A commentary piece written by final year University student, Natalie Tan, was published in January 2022. She notes how the pandemic has short-changed young people in financial, professional and social ways. In Natalie’s words, “For graduating cohorts last year, the absence of in-person graduation ceremonies was like a nail in the coffin. It felt like we ran the race, won the prize but we are not there to collect the medal and hug family and batchmates."
1907,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"""It’s also tough to transit from attending classes on Zoom to searching for jobs in this floundering economy. With limited doors open, we went about in circles trying to figure out the next stage of our lives. Those of us who managed to find jobs had to contend with a lonely onboarding experience. Others weren’t so lucky.” "
1908,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Incentivising employment is something the Government has done. From employers to employees, many appreciate these efforts. In 2020, for example, the Government set aside $100 million to fund a traineeship scheme as a stop-gap measure to help new graduates increase employability amid a weak job market due to the pandemic. In Budget 2022, a total of $500 million for a Jobs and Business Support Package will be set aside to support workers and businesses in segments of the economy that are facing slower recoveries."
1909,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,How will our youth be supported through this package? The lack of internships and in-person opportunities have made it difficult for some to even figure out what they want to do. And there is little we can do to replace those years. 
1910,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"I also know of youths who have turned to the gig economy as a means of generating an income. Some now consider this to be their full-time job, while others use their freelancing skills as a side hustle for the time being. As more turn to these roles as viable options, how can we work with companies to ensure better protections for these workers in the long -run?"
1911,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Artists, musicians, dancers, actors, physical trainers and many others have been unable to generate an income at different points of the pandemic. Some of them have been able to return to work in a limited capacity, others not so much. While frequent testing is important, ART kits also come at a cost from already reduced incomes. "
1912,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"One hard hit group includes live musicians such as bands and DJs who previously held residencies at nightlife institutions. Since March 2020, many have not been able to continue their residencies and some hotspots have shuttered. Like many others who have seen the large bulk of their incomes slashed, many have tried to pivot, some have taken their skills online and others have transitioned into other careers, but they remain hopeful that they will able to earn a living once again by doing what they know and love best."
1913,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"I have two questions. Workplaces such as gyms have been able to operate with restrictions for some time now, in an attempt to mitigate the risk of transmission. Are there ways in which we can limit the risks of transmission of performing on stage at an eatery that serves food and drinks, so that live music can return? Will the Government consider introducing balanced measures that enable this? With watchful eye on Omicron, as measures relax in stages, can the Government give some clarity, what are some sort of circumstances and conditions we will need to see before members of this community will be able to return to work? Mr Speaker, Sir, in Malay please."
1914,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"(In Malay): MAS and MTI recently reported a 2.4% increase in Singapore's core inflation compared to a year ago. This increase was driven by increases in the prices of food, electricity and gas. As a small country, Singapore cannot escape geopolitical shocks and incidents that occur globally.   "
1915,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Although our economy is still recovering from the COVID-19 pandemic, this year's Budget has demonstrated the Government's concern to continue supporting and enhancing the capabilities of Singaporeans. "
1916,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Nonetheless, COVID-19 and the rising cost of living have presented even more challenges for our community, particularly in terms of access & opportunities to prepare for an uncertain future."
1917,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Last year, the Population Census report stated that the number of Malay families living in 1-room and 2-room rental flats had more than doubled over the past decade. And this is due to several factors such as the increase in the number of rental homes that are provided especially for families that need it. Each family has different needs and problems. They usually need help from various quarters, and we have to look for a holistic strategy and way.   "
1918,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"We should engage this group more closely. Therefore, I am glad that efforts such as the Commlink and the DIAN@M3 project are available, in which the Government, agencies and volunteers can coordinate efforts to reach out to residents living in rental houses and help them achieve their dreams and a brighter future for the next generation. Social service agencies such as the South Central FSC have provided innovative and holistic approaches such as the Keystart Home Ownership where they offer assistance which includes housing mortgages and the cost of shifting to a new home.   "
1919,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"This pandemic has also reminded us that with time and changes in technology, it is possible that the jobs we have now will no longer be relevant in the future. "
1920,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"A study by NTU last year showed that only 58% of women with STEM qualifications had embarked in careers in STEM-related fields, compared to 70% of men with the same qualifications. We should definitely encourage more people within our community, especially women, to venture into STEM and the growth industries. I hope the Government can open up more channels and opportunities so that our community can participate in these fields."
1921,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"If we want to chart a new direction for Singapore, let us uphold our pledge to progress together, and emerge even stronger so that each generation can benefit from our nation’s progress. "
1922,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"(In English): Mr Speaker, Sir, it is a precarious balancing act, managing the needs, wants, ideals and aspirations of citizens. Singapore is no stranger to cater to these differences, while at the same time rallying our people towards common goals and purpose."
1923,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"Decades ago, the idea of a multiracial, multi-religious society, was thought to be impossible given the times and our geographical context. In many ways, even today it remains an anomaly. "
1924,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"From increased healthcare spending to care for our seniors, to heeding the call to tackle climate change despite the increased complexities that threaten to pull us in different directions, I support the steps taken in Budget 2022, and believe we can and will find common ground to work together, despite our differences, towards progress for all. "
1925,Nadia Ahmad Samdin,Ang Mo Kio,1/3/2022,"In the words of our talented artists, Linying and Evan Low in last year’s NDP song, and do not worry, I will not scare you by singing, ""Come whatever on the road ahead; We did it before, and we'll do it again."""
1926,Tan See Leng,Marine Parade,1/3/2022,"Mr Speaker, Sir, I speak in support of the Budget. The Minister for Finance has put out a comprehensive suite of measures in his Budget Statement. Today, I would like to speak mainly on three issues. The first is on Workfare Income Supplement, the second, to assure our business community, especially the small and medium enterprises (SMEs), of the direction and the pace of our foreign workforce policy. Finally, I would also like to address the points brought up by the Workers' Party Members on the distribution of tax burden."
